"space","start","end","width","names","peak","strand","feature","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_id","entrezgene"
"11",48816968,48817452,485,"0371 ENSMUSG00000040365","0371","-","ENSMUSG00000040365",48806404,48817353,"overlapStart",385,99,"NearestStart","Trim41","211007"
"11",48837542,48837742,201,"0372 ENSMUSG00000078154","0372","-","ENSMUSG00000078154",48825346,48826655,"upstream",-10887,10887,"NearestStart","Gm12184","13445"
"11",51635591,51635908,318,"0380 ENSMUSG00000001054","0380","-","ENSMUSG00000001054",51623671,51635896,"overlapStart",305,12,"NearestStart","Rmnd5b","66089"
"11",51822835,51823048,214,"0381 ENSMUSG00000020387","0381","-","ENSMUSG00000020387",51813455,51857653,"inside",34818,9380,"NearestStart","Phf15","76901"
"11",51858535,51858753,219,"0382 ENSMUSG00000020387","0382","-","ENSMUSG00000020387",51813455,51857653,"upstream",-882,882,"NearestStart","Phf15","76901"
"11",52000396,52000601,206,"0384 ENSMUSG00000020390","0384","-","ENSMUSG00000020390",51985497,52000762,"inside",366,161,"NearestStart","Ube2b","22210"
"11",52286435,52286762,328,"0385 ENSMUSG00000000782","0385","-","ENSMUSG00000000782",52252371,52283014,"upstream",-3421,3421,"NearestStart","Tcf7","21414"
"11",55417917,55418167,251,"0394 ENSMUSG00000018593","0394","-","ENSMUSG00000018593",55394500,55420080,"inside",2163,1913,"NearestStart","Sparc","20692"
"11",55946643,55947071,429,"0396 ENSMUSG00000037393","0396","-","ENSMUSG00000037393",56024987,56041010,"downstream",94367,77916,"NearestStart","Nmur2","216749"
"11",59228286,59228486,201,"0400 ENSMUSG00000048076","0400","-","ENSMUSG00000048076",59211412,59228270,"upstream",-16,16,"NearestStart","Arf1","11840"
"11",59571814,59572046,233,"0403 ENSMUSG00000059610","0403","-","ENSMUSG00000059610",59570699,59571813,"upstream",-1,1,"NearestStart","Olfr222","257962"
"11",59809737,59810002,266,"0404 ENSMUSG00000032633","0404","-","ENSMUSG00000032633",59791408,59810016,"inside",279,14,"NearestStart","Flcn","216805"
"11",60139856,60140145,290,"0405 ENSMUSG00000051008","0405","-","ENSMUSG00000051008",60112219,60115230,"upstream",-24626,24626,"NearestStart","4930412M03Rik","100504140"
"11",60176599,60177257,659,"0406 ENSMUSG00000020538","0406","-","ENSMUSG00000020538",60199089,60222581,"downstream",45982,21832,"NearestStart","Srebf1","20787"
"11",60913665,60913865,201,"0409 ENSMUSG00000018931","0409","-","ENSMUSG00000018931",60902246,60914750,"inside",1085,885,"NearestStart","Gm16515","24083"
"11",60922975,60923345,371,"0410 ENSMUSG00000018931","0410","-","ENSMUSG00000018931",60902246,60914750,"upstream",-8225,8225,"NearestStart","Gm16515","24083"
"11",61174578,61174894,317,"0411 ENSMUSG00000042506","0411","-","ENSMUSG00000042506",61151785,61175055,"inside",477,161,"NearestStart","Usp22","216825"
"11",61584131,61584343,213,"0414 ENSMUSG00000001036","0414","-","ENSMUSG00000001036",61517249,61579687,"upstream",-4444,4444,"NearestStart","Epn2","13855"
"11",61854454,61854819,366,"0416 ENSMUSG00000004798","0416","-","ENSMUSG00000004798",61775649,61855073,"inside",619,254,"NearestStart","Ulk2","29869"
"11",61855041,61855286,246,"0417 ENSMUSG00000004798","0417","-","ENSMUSG00000004798",61775649,61855073,"overlapStart",32,32,"NearestStart","Ulk2","29869"
"11",62281335,62281599,265,"0419 ENSMUSG00000014243","0419","-","ENSMUSG00000014243",62267224,62281375,"overlapStart",40,40,"NearestStart","Zswim7","69747"
"11",63271190,63271527,338,"0424 ENSMUSG00000083052","0424","-","ENSMUSG00000083052",63241243,63241475,"upstream",-29715,29715,"NearestStart","Gm12285","433423"
"11",68393895,68394290,396,"0428 ENSMUSG00000020902","0428","-","ENSMUSG00000020902",68209364,68400823,"inside",6928,6533,"NearestStart","Ntn1","18208"
"11",69122595,69122827,233,"0430 ENSMUSG00000097386","0430","-","ENSMUSG00000097386",69120054,69122589,"upstream",-6,6,"NearestStart","9130213A22Rik","100038433"
"11",69332147,69332352,206,"0431 ENSMUSG00000086900","0431","-","ENSMUSG00000086900",69329825,69332122,"upstream",-25,25,"NearestStart","Gm16040",
"11",69417479,69417741,263,"0433 ENSMUSG00000018476","0433","-","ENSMUSG00000018476",69398508,69413675,"upstream",-3804,3804,"NearestStart","Kdm6b","216850"
"11",69605730,69605930,201,"0435 ENSMUSG00000041329","0435","-","ENSMUSG00000041329",69599736,69605942,"inside",212,12,"NearestStart","Atp1b2","11932"
"11",70409917,70410248,332,"0438 ENSMUSG00000018921","0438","-","ENSMUSG00000018921",70392883,70410031,"overlapStart",114,114,"NearestStart","Pelp1","75273"
"11",70655857,70656057,201,"0441 ENSMUSG00000087523","0441","-","ENSMUSG00000087523",70654741,70656493,"inside",636,436,"NearestStart","Gm12319",
"11",70687700,70687900,201,"0442 ENSMUSG00000040712","0442","-","ENSMUSG00000040712",70669463,70688105,"inside",405,205,"NearestStart","Camta2","216874"
"11",72420531,72420797,267,"0444 ENSMUSG00000045667","0444","-","ENSMUSG00000045667",72389164,72411713,"upstream",-8818,8818,"NearestStart","Smtnl2","276829"
"11",72576548,72576753,206,"0445 ENSMUSG00000081675","0445","-","ENSMUSG00000081675",72572530,72573330,"upstream",-3218,3218,"NearestStart","Gm12712","432577"
"11",73138192,73138411,220,"0448 ENSMUSG00000050107","0448","-","ENSMUSG00000050107",73135485,73138294,"overlapStart",102,102,"NearestStart","Gsg2","14841"
"11",74548895,74549105,211,"0449 ENSMUSG00000038807","0449","-","ENSMUSG00000038807",74383356,74590186,"inside",41291,41081,"NearestStart","Rap1gap2","380711"
"11",74896581,74897179,599,"0454 ENSMUSG00000038351","0454","-","ENSMUSG00000038351",74849261,74897060,"overlapStart",479,119,"NearestStart","Sgsm2","97761"
"11",75169012,75169281,270,"0456 ENSMUSG00000043099","0456","-","ENSMUSG00000043099",75164565,75169519,"inside",507,238,"NearestStart","Hic1","15248"
"11",75966601,75966809,209,"0463 ENSMUSG00000020847","0463","-","ENSMUSG00000020847",75830999,75938429,"upstream",-28172,28172,"NearestStart","Rph3al","380714"
"11",77775973,77776287,315,"0468 ENSMUSG00000069804","0468","-","ENSMUSG00000069804",77785453,77787747,"downstream",11774,9166,"NearestStart","Gm10277","791303"
"11",77893867,77894258,392,"0469 ENSMUSG00000017453","0469","-","ENSMUSG00000017453",77880615,77894096,"overlapStart",229,162,"NearestStart","Pipox","19193"
"11",77904807,77905007,201,"0470 ENSMUSG00000017453","0470","-","ENSMUSG00000017453",77880615,77894096,"upstream",-10711,10711,"NearestStart","Pipox","19193"
"11",78490693,78490975,283,"0474 ENSMUSG00000050132","0474","-","ENSMUSG00000050132",78472330,78497754,"inside",7061,6779,"NearestStart","Sarm1","237868"
"11",79646463,79646812,350,"0476 ENSMUSG00000077574","0476","-","ENSMUSG00000077574",79639021,79639128,"upstream",-7335,7335,"NearestStart","Gm24887",
"11",80142018,80142340,323,"0478 ENSMUSG00000046909","0478","-","ENSMUSG00000046909",80136678,80142175,"overlapStart",157,157,"NearestStart","Tefm","68550"
"11",80377858,80378104,247,"0481 ENSMUSG00000057181","0481","-","ENSMUSG00000057181",80360492,80378034,"overlapStart",176,70,"NearestStart","5730455P16Rik","70591"
"11",83302668,83302878,211,"0484 ENSMUSG00000018733","0484","-","ENSMUSG00000018733",83294642,83302586,"upstream",-82,82,"NearestStart","Pex12","103737"
"11",84129534,84129734,201,"0487 ENSMUSG00000018651","0487","-","ENSMUSG00000018651",84078920,84129600,"overlapStart",66,66,"NearestStart","Tada2a","217031"
"11",84179926,84180213,288,"0488 ENSMUSG00000051452","0488","-","ENSMUSG00000051452",84148351,84167476,"upstream",-12450,12450,"NearestStart","Gm11437","628813"
"11",84819420,84819672,253,"0490 ENSMUSG00000018405","0490","-","ENSMUSG00000018405",84813061,84819515,"overlapStart",95,95,"NearestStart","Mrm1","217038"
"11",86757434,86757710,277,"0491 ENSMUSG00000047126","0491","-","ENSMUSG00000047126",86694351,86757565,"overlapStart",131,131,"NearestStart","Cltc","67300"
"11",86807466,86807796,331,"0492 ENSMUSG00000018425","0492","-","ENSMUSG00000018425",86768846,86807696,"overlapStart",230,100,"NearestStart","Dhx40","67487"
"11",87086693,87086893,201,"0493 ENSMUSG00000020495","0493","-","ENSMUSG00000020495",87077732,87086774,"overlapStart",81,81,"NearestStart","Smg8","74133"
"11",87987083,87987624,542,"0494 ENSMUSG00000020483","0494","-","ENSMUSG00000020483",87979525,87987533,"overlapStart",450,91,"NearestStart","Dynll2","68097"
"11",88027770,88028060,291,"0495 ENSMUSG00000096983","0495","-","ENSMUSG00000096983",88039578,88047360,"downstream",19590,11518,"NearestStart","AL593853.1",
"11",88534316,88534644,329,"0498 ENSMUSG00000084411","0498","-","ENSMUSG00000084411",88432986,88433514,"upstream",-100802,100802,"NearestStart","Gm11510","100416733"
"11",88583236,88583624,389,"0499 ENSMUSG00000069769","0499","-","ENSMUSG00000069769",88339382,88718513,"inside",135277,134889,"NearestStart","Msi2","76626"
"11",88690117,88690538,422,"0500 ENSMUSG00000069769","0500","-","ENSMUSG00000069769",88339382,88718513,"inside",28396,27975,"NearestStart","Msi2","76626"
"11",89067998,89068333,336,"0503 ENSMUSG00000000276","0503","-","ENSMUSG00000000276",89035179,89066850,"upstream",-1148,1148,"NearestStart","Dgke","56077"
"11",90390938,90391177,240,"0504 ENSMUSG00000003949","0504","-","ENSMUSG00000003949",90336536,90390895,"upstream",-43,43,"NearestStart","Hlf","217082"
"11",93968103,93968366,264,"0505 ENSMUSG00000091228","0505","-","ENSMUSG00000091228",93949819,93968293,"overlapStart",190,73,"NearestStart","Gm20390","18103"
"11",94549097,94549311,215,"0509 ENSMUSG00000039096","0509","-","ENSMUSG00000039096",94539798,94549255,"overlapStart",158,56,"NearestStart","Rsad1","237926"
"11",95520802,95521002,201,"0514 ENSMUSG00000046719","0514","-","ENSMUSG00000046719",95509845,95514570,"upstream",-6232,6232,"NearestStart","Nxph3","104079"
"11",95991046,95991285,240,"0516 ENSMUSG00000013415","0516","-","ENSMUSG00000013415",95957163,96005940,"inside",14894,14655,"NearestStart","Igf2bp1","140486"
"11",96006966,96007570,605,"0517 ENSMUSG00000013415","0517","-","ENSMUSG00000013415",95957163,96005940,"upstream",-1026,1026,"NearestStart","Igf2bp1","140486"
"11",96052034,96052292,259,"0519 ENSMUSG00000014349","0519","-","ENSMUSG00000014349",96047432,96065388,"inside",13354,4602,"NearestStart","Ube2z","268470"
"11",96065281,96065528,248,"0520 ENSMUSG00000014349","0520","-","ENSMUSG00000014349",96047432,96065388,"overlapStart",107,107,"NearestStart","Ube2z","268470"
"11",96346082,96346456,375,"0523 ENSMUSG00000075589","0523","-","ENSMUSG00000075589",96336299,96342108,"upstream",-3974,3974,"NearestStart","Gm11536","544810"
"11",96353261,96353461,201,"0524 ENSMUSG00000084844","0524","-","ENSMUSG00000084844",96343072,96354691,"inside",1430,1230,"NearestStart","Hoxb3os","110641"
"11",96697493,96697817,325,"0527 ENSMUSG00000097289","0527","-","ENSMUSG00000097289",96712982,96747436,"downstream",49943,15165,"NearestStart","AL607127.1",
"11",96777329,96777579,251,"0528 ENSMUSG00000020876","0528","-","ENSMUSG00000020876",96767555,96777559,"overlapStart",230,20,"NearestStart","Snx11","74479"
"11",96822676,96822908,233,"0530 ENSMUSG00000038615","0530","-","ENSMUSG00000038615",96817414,96829968,"inside",7292,5262,"NearestStart","Nfe2l1","18023"
"11",96956002,96956251,250,"0532 ENSMUSG00000018659","0532","-","ENSMUSG00000018659",96937825,96943986,"upstream",-12016,12016,"NearestStart","Pnpo","103711"
"11",97021875,97022406,532,"0533 ENSMUSG00000087067","0533","-","ENSMUSG00000087067",97020508,97026248,"inside",4373,1367,"NearestStart","Gm11532",
"11",97150940,97151140,201,"0534 ENSMUSG00000038517","0534","-","ENSMUSG00000038517",97136171,97151495,"inside",555,355,"NearestStart","Tbkbp1","73174"
"11",97187883,97188103,221,"0535 ENSMUSG00000001440","0535","-","ENSMUSG00000001440",97159714,97187881,"upstream",-2,2,"NearestStart","Kpnb1","16211"
"11",98327474,98327674,201,"0541 ENSMUSG00000038255","0541","-","ENSMUSG00000038255",98325415,98329648,"inside",2174,1974,"NearestStart","Neurod2","18013"
"11",98338724,98339045,322,"0542 ENSMUSG00000038255","0542","-","ENSMUSG00000038255",98325415,98329648,"upstream",-9076,9076,"NearestStart","Neurod2","18013"
"11",98438774,98439117,344,"0543 ENSMUSG00000002580","0543","-","ENSMUSG00000002580",98437708,98438991,"overlapStart",217,126,"NearestStart","Mien1","103742"
"11",98964523,98964984,462,"0548 ENSMUSG00000047197","0548","-","ENSMUSG00000047197",98982180,98983016,"downstream",18493,17196,"NearestStart","Gjd3","353155"
"11",98982638,98983005,368,"0549 ENSMUSG00000047197","0549","-","ENSMUSG00000047197",98982180,98983016,"inside",378,11,"NearestStart","Gjd3","353155"
"11",100397006,100397393,388,"0551 ENSMUSG00000001552","0551","-","ENSMUSG00000001552",100368958,100397763,"inside",757,370,"NearestStart","Jup","16480"
"11",100527731,100528020,290,"0552 ENSMUSG00000020917","0552","-","ENSMUSG00000020917",100476353,100528000,"overlapStart",269,20,"NearestStart","Acly","104112"
"11",100939220,100939432,213,"0554 ENSMUSG00000004040","0554","-","ENSMUSG00000004040",100885098,100939540,"inside",320,108,"NearestStart","Stat3","20848"
"11",101173761,101174171,411,"0555 ENSMUSG00000044052","0555","-","ENSMUSG00000044052",101172997,101175443,"inside",1682,764,"NearestStart","Ccr10","12777"
"11",102087533,102087733,201,"0559 ENSMUSG00000017314","0559","-","ENSMUSG00000017314",102057015,102088515,"inside",982,782,"NearestStart","Mpp2","50997"
"11",102407413,102407707,295,"0561 ENSMUSG00000018677","0561","-","ENSMUSG00000018677",102402985,102407946,"inside",533,239,"NearestStart","Slc25a39","68066"
"11",102467158,102467473,316,"0563 ENSMUSG00000034664","0563","-","ENSMUSG00000034664",102453297,102470122,"inside",2964,2649,"NearestStart","Itga2b","16399"
"11",102556194,102556461,268,"0564 ENSMUSG00000034621","0564","-","ENSMUSG00000034621",102475915,102556392,"overlapStart",198,69,"NearestStart","Gpatch8","237943"
"11",102579469,102579701,233,"0565 ENSMUSG00000078640","0565","-","ENSMUSG00000078640",102576398,102579461,"upstream",-8,8,"NearestStart","Gm11627","100040792"
"11",102819069,102819352,284,"0566 ENSMUSG00000034520","0566","-","ENSMUSG00000034520",102799579,102819700,"inside",631,348,"NearestStart","Gjc1","14615"
"11",103093987,103094199,213,"0567 ENSMUSG00000020937","0567","-","ENSMUSG00000020937",103070304,103101658,"inside",7671,7459,"NearestStart","Plcd3","72469"
"11",103199327,103199527,201,"0569 ENSMUSG00000092371","0569","-","ENSMUSG00000092371",103190710,103192896,"upstream",-6431,6431,"NearestStart","Gm20511",
"11",106066632,106066999,368,"0572 ENSMUSG00000085255","0572","-","ENSMUSG00000085255",106065077,106066305,"upstream",-327,327,"NearestStart","5330430P22Rik","68191"
"11",106788951,106789260,310,"0573 ENSMUSG00000020719","0573","-","ENSMUSG00000020719",106780355,106789185,"overlapStart",234,75,"NearestStart","Ddx5","13207"
"11",107510986,107511224,239,"0576 ENSMUSG00000085864","0576","-","ENSMUSG00000085864",107511403,107527220,"downstream",16234,179,"NearestStart","C330019F10Rik","442849"
"11",109476219,109476448,230,"0579 ENSMUSG00000041920","0579","-","ENSMUSG00000041920",109450855,109473598,"upstream",-2621,2621,"NearestStart","Slc16a6","104681"
"11",109611019,109611471,453,"0580 ENSMUSG00000041895","0580","-","ENSMUSG00000041895",109573331,109611967,"inside",948,496,"NearestStart","Wipi1","52639"
"11",112501887,112502229,343,"0583 ENSMUSG00000080181","0583","-","ENSMUSG00000080181",112431190,112431636,"upstream",-70251,70251,"NearestStart","Gm11678",
"11",112801498,112801800,303,"0585 ENSMUSG00000075437","0585","-","ENSMUSG00000075437",112792731,112799008,"upstream",-2490,2490,"NearestStart","Gm11681","100038732"
"11",112811101,112811424,324,"0586 ENSMUSG00000075437","0586","-","ENSMUSG00000075437",112792731,112799008,"upstream",-12093,12093,"NearestStart","Gm11681","100038732"
"11",113710015,113710215,201,"0590 ENSMUSG00000018727","0590","-","ENSMUSG00000018727",113698172,113710017,"overlapStart",2,2,"NearestStart","Cpsf4l","52670"
"11",115612584,115612804,221,"0593 ENSMUSG00000020743","0593","-","ENSMUSG00000020743",115607918,115612969,"inside",385,165,"NearestStart","Mif4gd","69674"
"11",115814026,115814226,201,"0594 ENSMUSG00000034471","0594","-","ENSMUSG00000034471",115799183,115813639,"upstream",-387,387,"NearestStart","Caskin2","140721"
"11",116012565,116012783,219,"0597 ENSMUSG00000020766","0597","-","ENSMUSG00000020766",116008457,116012719,"overlapStart",154,64,"NearestStart","Galk1","14635"
"11",116109594,116109938,345,"0598 ENSMUSG00000020773","0598","-","ENSMUSG00000020773",116105752,116127210,"inside",17616,3842,"NearestStart","Trim47","217333"
"11",116130599,116130869,271,"0599 ENSMUSG00000054517","0599","-","ENSMUSG00000054517",116121846,116131128,"inside",529,259,"NearestStart","Trim65","338364"
"11",116333990,116334222,233,"0601 ENSMUSG00000034227","0601","-","ENSMUSG00000034227",116330704,116335399,"inside",1409,1177,"NearestStart","Foxj1","15223"
"11",116852886,116853110,225,"0602 ENSMUSG00000034120","0602","-","ENSMUSG00000034120",116849901,116853094,"overlapStart",208,16,"NearestStart","Srsf2","20382"
"11",116853626,116853901,276,"0603 ENSMUSG00000034120","0603","-","ENSMUSG00000034120",116849901,116853094,"upstream",-532,532,"NearestStart","Srsf2","20382"
"11",117000194,117000498,305,"0605 ENSMUSG00000086902","0605","-","ENSMUSG00000086902",117035078,117040193,"downstream",39999,34580,"NearestStart","Gm11728","100042036"
"11",117308379,117308814,436,"0607 ENSMUSG00000086050","0607","-","ENSMUSG00000086050",117257649,117263437,"upstream",-44942,44942,"NearestStart","Gm16045",
"11",117976269,117976679,411,"0614 ENSMUSG00000053113","0614","-","ENSMUSG00000053113",117966079,117970047,"upstream",-6222,6222,"NearestStart","Socs3","12702"
"11",118202644,118202851,208,"0615 ENSMUSG00000080810","0615","-","ENSMUSG00000080810",118204712,118205179,"downstream",2535,1861,"NearestStart","Gm11737",
"11",118290190,118290468,279,"0616 ENSMUSG00000033909","0616","-","ENSMUSG00000033909",118259651,118290244,"overlapStart",54,54,"NearestStart","Usp36","72344"
"11",118418904,118419226,323,"0617 ENSMUSG00000025575","0617","-","ENSMUSG00000025575",118406289,118419086,"overlapStart",182,140,"NearestStart","Cant1","76025"
"11",118551729,118551997,269,"0618 ENSMUSG00000087036","0618","-","ENSMUSG00000087036",118476470,118479458,"upstream",-72271,72271,"NearestStart","Gm11748",
"11",118603214,118603542,329,"0619 ENSMUSG00000087036","0619","-","ENSMUSG00000087036",118476470,118479458,"upstream",-123756,123756,"NearestStart","Gm11748",
"11",119040567,119040770,204,"0621 ENSMUSG00000025578","0621","-","ENSMUSG00000025578",119036305,119040969,"inside",402,199,"NearestStart","Cbx8","30951"
"11",119041457,119041709,253,"0622 ENSMUSG00000025578","0622","-","ENSMUSG00000025578",119036305,119040969,"upstream",-488,488,"NearestStart","Cbx8","30951"
"11",120164596,120164904,309,"0627 ENSMUSG00000061306","0627","-","ENSMUSG00000061306",120103960,120151346,"upstream",-13250,13250,"NearestStart","Slc38a10","72055"
"11",120304953,120305261,309,"0628 ENSMUSG00000093264","0628","-","ENSMUSG00000093264",120346736,120346819,"downstream",41866,41475,"NearestStart","Gm23419",
"11",120437557,120437767,211,"0629 ENSMUSG00000039703","0629","-","ENSMUSG00000039703",120380370,120437708,"overlapStart",151,59,"NearestStart","Nploc4","217365"
"11",120581298,120581789,492,"0631 ENSMUSG00000025132","0631","-","ENSMUSG00000025132",120578104,120581624,"overlapStart",326,165,"NearestStart","Arhgdia","192662"
"11",120796264,120796464,201,"0634 ENSMUSG00000025155","0634","-","ENSMUSG00000025155",120789201,120796403,"overlapStart",139,61,"NearestStart","Dus1l","68730"
"11",120823769,120824209,441,"0635 ENSMUSG00000025153","0635","-","ENSMUSG00000025153",120805940,120824178,"overlapStart",409,31,"NearestStart","Fasn","14104"
"11",121354297,121354650,354,"0637 ENSMUSG00000025173","0637","-","ENSMUSG00000025173",121327224,121354445,"overlapStart",148,148,"NearestStart","Wdr45b","66840"
"11",3192918,3193592,675,"0309 ENSMUSG00000020457","0309","-","ENSMUSG00000020457",3187360,3266415,"inside",73497,5558,"Overlapping","Drg1","13494"
"11",3192918,3193592,675,"0309 ENSMUSG00000086049","0309","-","ENSMUSG00000086049",3193516,3194263,"overlapEnd",1345,76,"Overlapping","Gm12735",
"11",3535476,3535844,369,"0311 ENSMUSG00000020439","0311","-","ENSMUSG00000020439",3517523,3540612,"inside",5136,4768,"Overlapping","Smtn","29856"
"11",3535476,3535844,369,"0311 ENSMUSG00000087291","0311","+","ENSMUSG00000087291",3530157,3536856,"inside",5319,1012,"Overlapping","Gm11946",
"11",4495099,4495299,201,"0313 ENSMUSG00000034354","0313","-","ENSMUSG00000034354",4480868,4594863,"inside",99764,14231,"Overlapping","Mtmr3","74302"
"11",5741204,5741562,359,"0317 ENSMUSG00000049680","0317","-","ENSMUSG00000049680",5713417,5762376,"inside",21172,20814,"Overlapping","Urgcp","72046"
"11",5902069,5902304,236,"0319 ENSMUSG00000041798","0319","-","ENSMUSG00000041798",5900820,5950081,"inside",48012,1249,"Overlapping","Gck","103988"
"11",6180887,6181182,296,"0321 ENSMUSG00000053838","0321","-","ENSMUSG00000053838",6105691,6200415,"inside",19528,19233,"Overlapping","Nudcd3","209586"
"11",6475998,6476313,316,"0324 ENSMUSG00000086839","0324","+","ENSMUSG00000086839",6475425,6493535,"inside",573,573,"Overlapping","Gm11973",
"11",20231150,20231396,247,"0342 ENSMUSG00000044066","0342","-","ENSMUSG00000044066",20227037,20249429,"inside",18279,4113,"Overlapping","Cep68","216543"
"11",20632196,20632430,235,"0345 ENSMUSG00000049800","0345","+","ENSMUSG00000049800",20543253,20653021,"inside",88943,20591,"Overlapping","Sertad2","58172"
"11",22830192,22830440,249,"0347 ENSMUSG00000084081","0347","-","ENSMUSG00000084081",22758594,22859544,"inside",29352,29104,"Overlapping","Gm12057","100042846"
"11",22859402,22859610,209,"0348 ENSMUSG00000092626","0348","+","ENSMUSG00000092626",22858931,22861264,"inside",471,471,"Overlapping","9130230N09Rik","100137727"
"11",22859402,22859610,209,"0348 ENSMUSG00000051650","0348","-","ENSMUSG00000051650",22834747,22860961,"inside",1559,1351,"Overlapping","B3gnt2","53625"
"11",22859402,22859610,209,"0348 ENSMUSG00000051355","0348","-","ENSMUSG00000051355",22834744,22982382,"inside",122980,24658,"Overlapping","Commd1","17846"
"11",25994205,25994436,232,"0350 ENSMUSG00000032985","0350","-","ENSMUSG00000032985",25602763,26210763,"inside",216558,216327,"Overlapping","5730522E02Rik","70626"
"11",26103799,26104048,250,"0351 ENSMUSG00000032985","0351","-","ENSMUSG00000032985",25602763,26210763,"inside",106964,106715,"Overlapping","5730522E02Rik","70626"
"11",26210440,26210746,307,"0352 ENSMUSG00000032985","0352","-","ENSMUSG00000032985",25602763,26210763,"inside",323,17,"Overlapping","5730522E02Rik","70626"
"11",34297756,34297989,234,"0359 ENSMUSG00000020143","0359","-","ENSMUSG00000020143",34226815,34783892,"inside",486136,70941,"Overlapping","Dock2","94176"
"11",34315416,34315616,201,"0360 ENSMUSG00000020143","0360","-","ENSMUSG00000020143",34226815,34783892,"inside",468476,88601,"Overlapping","Dock2","94176"
"11",35639103,35639307,205,"0361 ENSMUSG00000056427","0361","+","ENSMUSG00000056427",35121224,35708507,"inside",517879,69200,"Overlapping","Slit3","20564"
"11",44746788,44747091,304,"0363 ENSMUSG00000057098","0363","+","ENSMUSG00000057098",44617317,45008091,"inside",129471,129471,"Overlapping","Ebf1","13591"
"11",44761531,44761865,335,"0364 ENSMUSG00000057098","0364","+","ENSMUSG00000057098",44617317,45008091,"inside",144214,144214,"Overlapping","Ebf1","13591"
"11",44841765,44842042,278,"0365 ENSMUSG00000057098","0365","+","ENSMUSG00000057098",44617317,45008091,"inside",224448,166049,"Overlapping","Ebf1","13591"
"11",44863965,44864308,344,"0366 ENSMUSG00000057098","0366","+","ENSMUSG00000057098",44617317,45008091,"inside",246648,143783,"Overlapping","Ebf1","13591"
"11",46255361,46255578,218,"0369 ENSMUSG00000020340","0369","-","ENSMUSG00000020340",46193850,46312859,"inside",57498,57281,"Overlapping","Cyfip2","76884"
"11",46675838,46676103,266,"0370 ENSMUSG00000040413","0370","-","ENSMUSG00000040413",46668960,46707061,"inside",31223,6878,"Overlapping","Timd2","171284"
"11",48837542,48837742,201,"0372 ENSMUSG00000040350","0372","+","ENSMUSG00000040350",48826140,48852209,"inside",11402,11402,"Overlapping","Trim7","94089"
"11",50391332,50391589,258,"0378 ENSMUSG00000020375","0378","-","ENSMUSG00000020375",50389286,50431125,"inside",39793,2046,"Overlapping","Rufy1","216724"
"11",51967534,51967777,244,"0383 ENSMUSG00000097219","0383","-","ENSMUSG00000097219",51949882,52269514,"inside",301980,17652,"Overlapping","AL935177.1",
"11",52000396,52000601,206,"0384 ENSMUSG00000097219","0384","-","ENSMUSG00000097219",51949882,52269514,"inside",269118,50514,"Overlapping","AL935177.1",
"11",54954027,54954254,228,"0393 ENSMUSG00000020400","0393","-","ENSMUSG00000020400",54910785,54962917,"inside",8890,8663,"Overlapping","Tnip1","57783"
"11",55946643,55947071,429,"0396 ENSMUSG00000086020","0396","+","ENSMUSG00000086020",55772088,56070848,"inside",174555,123777,"Overlapping","Gm12239","100502790"
"11",57645125,57645474,350,"0397 ENSMUSG00000085719","0397","-","ENSMUSG00000085719",57623698,57649494,"inside",4369,4020,"Overlapping","4933424L21Rik","78762"
"11",57970642,57970999,358,"0398 ENSMUSG00000086666","0398","-","ENSMUSG00000086666",57970244,57973134,"inside",2492,398,"Overlapping","Gm12249",
"11",59505389,59505589,201,"0401 ENSMUSG00000020472","0401","-","ENSMUSG00000020472",59485520,59526751,"inside",21362,19869,"Overlapping","Zkscan17","268417"
"11",59506101,59506472,372,"0402 ENSMUSG00000020472","0402","-","ENSMUSG00000020472",59485520,59526751,"inside",20650,20279,"Overlapping","Zkscan17","268417"
"11",60139856,60140145,290,"0405 ENSMUSG00000062115","0405","+","ENSMUSG00000062115",60105013,60199197,"inside",34843,34843,"Overlapping","Rai1","19377"
"11",60176599,60177257,659,"0406 ENSMUSG00000062115","0406","+","ENSMUSG00000062115",60105013,60199197,"inside",71586,21940,"Overlapping","Rai1","19377"
"11",60416921,60417758,838,"0407 ENSMUSG00000042709","0407","-","ENSMUSG00000042709",60400626,60418457,"inside",1536,699,"Overlapping","Atpaf2","246782"
"11",60922975,60923345,371,"0410 ENSMUSG00000042549","0410","-","ENSMUSG00000042549",60920917,60931867,"inside",8892,2058,"Overlapping","Gm16516","24082"
"11",61529193,61529510,318,"0413 ENSMUSG00000001036","0413","-","ENSMUSG00000001036",61517249,61579687,"inside",50494,11944,"Overlapping","Epn2","13855"
"11",62281335,62281599,265,"0419 ENSMUSG00000042298","0419","+","ENSMUSG00000042298",62281473,62328451,"overlapStart",-138,126,"Overlapping","Ttc19","72795"
"11",62457165,62457406,242,"0420 ENSMUSG00000018501","0420","-","ENSMUSG00000018501",62316426,62458541,"inside",1376,1135,"Overlapping","Ncor1","20185"
"11",62510924,62511125,202,"0421 ENSMUSG00000014245","0421","+","ENSMUSG00000014245",62458460,62514417,"inside",52464,3292,"Overlapping","Pigl","327942"
"11",62511496,62511747,252,"0422 ENSMUSG00000014245","0422","+","ENSMUSG00000014245",62458460,62514417,"inside",53036,2670,"Overlapping","Pigl","327942"
